split,class,image,reason
train,P,1177.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1178.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1179.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1180.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1181.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1183.jpg,expected_2_got_1
train,P,1185.jpg,expected_2_got_1
train,P,1186.jpg,expected_2_got_1
train,P,1188.jpg,expected_2_got_1
train,P,1189.jpg,"invalid_handedness_['Left', 'Left']"
train,P,119.jpg,expected_2_got_1
train,P,1190.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1191.jpg,expected_2_got_1
train,P,1192.jpg,expected_2_got_1
train,P,1194.jpg,expected_2_got_1
train,P,1195.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1196.jpg,expected_2_got_1
train,P,1197.jpg,expected_2_got_1
train,P,1198.jpg,expected_2_got_1
train,P,1199.jpg,expected_2_got_1
train,P,12.jpg,expected_2_got_1
train,P,120.jpg,expected_2_got_1
train,P,121.jpg,"invalid_handedness_['Left', 'Left']"
train,P,122.jpg,"invalid_handedness_['Left', 'Left']"
train,P,123.jpg,expected_2_got_1
train,P,124.jpg,expected_2_got_1
train,P,127.jpg,expected_2_got_1
train,P,128.jpg,"invalid_handedness_['Left', 'Left']"
train,P,129.jpg,"invalid_handedness_['Left', 'Left']"
train,P,130.jpg,"invalid_handedness_['Left', 'Left']"
train,P,131.jpg,expected_2_got_1
train,P,132.jpg,expected_2_got_1
train,P,135.jpg,"invalid_handedness_['Left', 'Left']"
train,P,138.jpg,"invalid_handedness_['Left', 'Left']"
train,P,140.jpg,expected_2_got_1
train,P,141.jpg,"invalid_handedness_['Left', 'Left']"
train,P,142.jpg,expected_2_got_1
train,P,143.jpg,expected_2_got_1
train,P,144.jpg,"invalid_handedness_['Left', 'Left']"
train,P,145.jpg,"invalid_handedness_['Left', 'Left']"
train,P,146.jpg,"invalid_handedness_['Left', 'Left']"
train,P,148.jpg,"invalid_handedness_['Left', 'Left']"
train,P,149.jpg,"invalid_handedness_['Left', 'Left']"
train,P,15.jpg,"invalid_handedness_['Left', 'Left']"
train,P,150.jpg,"invalid_handedness_['Left', 'Left']"
train,P,151.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1516.png,expected_2_got_1
train,P,1517.png,expected_2_got_1
train,P,1518.png,expected_2_got_1
train,P,1519.png,expected_2_got_1
train,P,152.jpg,expected_2_got_1
train,P,1520.png,expected_2_got_1
train,P,1521.png,expected_2_got_1
train,P,1522.png,expected_2_got_1
train,P,1523.png,expected_2_got_1
train,P,1524.png,expected_2_got_1
train,P,1525.png,expected_2_got_1
train,P,1527.png,expected_2_got_1
train,P,1528.png,expected_2_got_1
train,P,1529.png,expected_2_got_1
train,P,153.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1530.png,expected_2_got_1
train,P,1533.png,expected_2_got_1
train,P,154.jpg,expected_2_got_1
train,P,155.jpg,expected_2_got_1
train,P,1550.png,expected_2_got_1
train,P,1551.png,expected_2_got_1
train,P,156.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1562.png,expected_2_got_1
train,P,1564.png,expected_2_got_1
train,P,1568.png,expected_2_got_1
train,P,157.jpg,expected_2_got_1
train,P,1572.png,expected_2_got_1
train,P,1574.png,expected_2_got_1
train,P,1575.png,expected_2_got_1
train,P,158.jpg,expected_2_got_1
train,P,159.jpg,"invalid_handedness_['Left', 'Left']"
train,P,16.jpg,expected_2_got_1
train,P,160.jpg,expected_2_got_1
train,P,161.jpg,expected_2_got_1
train,P,162.jpg,"invalid_handedness_['Left', 'Left']"
train,P,163.jpg,expected_2_got_1
train,P,1635.png,expected_2_got_1
train,P,1636.png,expected_2_got_1
train,P,1638.png,expected_2_got_1
train,P,164.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1644.png,expected_2_got_1
train,P,1646.png,expected_2_got_1
train,P,1647.png,expected_2_got_1
train,P,1648.png,expected_2_got_1
train,P,165.jpg,expected_2_got_1
train,P,166.jpg,expected_2_got_1
train,P,1664.png,expected_2_got_1
train,P,1665.png,expected_2_got_1
train,P,1666.png,expected_2_got_1
train,P,1668.png,expected_2_got_1
train,P,167.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1670.png,expected_2_got_1
train,P,1671.png,expected_2_got_1
train,P,1673.png,expected_2_got_1
train,P,1680.png,expected_2_got_1
train,P,1681.png,expected_2_got_1
train,P,169.jpg,expected_2_got_1
train,P,1694.png,expected_2_got_1
train,P,1695.png,expected_2_got_1
train,P,17.jpg,no_hands_detected
train,P,170.jpg,expected_2_got_1
train,P,1705.png,expected_2_got_1
train,P,1707.png,expected_2_got_1
train,P,172.jpg,expected_2_got_1
train,P,1724.png,expected_2_got_1
train,P,1725.png,expected_2_got_1
train,P,1727.png,expected_2_got_1
train,P,1728.png,expected_2_got_1
train,P,1729.png,expected_2_got_1
train,P,173.jpg,expected_2_got_1
train,P,1730.png,expected_2_got_1
train,P,1731.png,expected_2_got_1
train,P,174.jpg,expected_2_got_1
train,P,175.jpg,expected_2_got_1
train,P,176.jpg,expected_2_got_1
train,P,177.jpg,expected_2_got_1
train,P,1771.png,expected_2_got_1
train,P,1772.png,expected_2_got_1
train,P,1774.png,expected_2_got_1
train,P,178.jpg,expected_2_got_1
train,P,179.jpg,expected_2_got_1
train,P,18.jpg,expected_2_got_1
train,P,180.jpg,"invalid_handedness_['Left', 'Left']"
train,P,181.jpg,expected_2_got_1
train,P,185.jpg,"invalid_handedness_['Left', 'Left']"
train,P,186.jpg,expected_2_got_1
train,P,187.jpg,expected_2_got_1
train,P,188.jpg,"invalid_handedness_['Left', 'Left']"
train,P,189.jpg,expected_2_got_1
train,P,19.jpg,expected_2_got_1
train,P,190.jpg,expected_2_got_1
train,P,191.jpg,"invalid_handedness_['Left', 'Left']"
train,P,192.jpg,"invalid_handedness_['Left', 'Left']"
train,P,193.jpg,"invalid_handedness_['Left', 'Left']"
train,P,194.jpg,expected_2_got_1
train,P,195.jpg,expected_2_got_1
train,P,196.jpg,"invalid_handedness_['Left', 'Left']"
train,P,197.jpg,"invalid_handedness_['Left', 'Left']"
train,P,198.jpg,expected_2_got_1
train,P,199.jpg,"invalid_handedness_['Left', 'Left']"
train,P,1993.png,expected_2_got_1
train,P,2.jpg,"invalid_handedness_['Left', 'Left']"
train,P,200.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2001.png,expected_2_got_1
train,P,2002.png,expected_2_got_1
train,P,2003.png,expected_2_got_1
train,P,2004.png,expected_2_got_1
train,P,2005.png,expected_2_got_1
train,P,2008.png,expected_2_got_1
train,P,201.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2017.png,expected_2_got_1
train,P,2018.png,expected_2_got_1
train,P,202.jpg,"invalid_handedness_['Left', 'Left']"
train,P,203.jpg,"invalid_handedness_['Left', 'Left']"
train,P,204.jpg,expected_2_got_1
train,P,205.jpg,"invalid_handedness_['Left', 'Left']"
train,P,206.jpg,"invalid_handedness_['Left', 'Left']"
train,P,207.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2071.png,expected_2_got_1
train,P,2072.png,expected_2_got_1
train,P,2075.png,expected_2_got_1
train,P,2076.png,expected_2_got_1
train,P,2079.png,expected_2_got_1
train,P,208.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2081.png,expected_2_got_1
train,P,2082.png,expected_2_got_1
train,P,209.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2093.png,expected_2_got_1
train,P,2094.png,expected_2_got_1
train,P,2095.png,expected_2_got_1
train,P,2096.png,expected_2_got_1
train,P,2097.png,expected_2_got_1
train,P,2098.png,expected_2_got_1
train,P,2099.png,expected_2_got_1
train,P,21.jpg,expected_2_got_1
train,P,210.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2101.png,expected_2_got_1
train,P,2103.png,expected_2_got_1
train,P,2104.png,expected_2_got_1
train,P,2105.png,expected_2_got_1
train,P,2106.png,expected_2_got_1
train,P,2109.png,expected_2_got_1
train,P,211.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2110.png,expected_2_got_1
train,P,2111.png,expected_2_got_1
train,P,2114.png,expected_2_got_1
train,P,2116.png,expected_2_got_1
train,P,2117.png,expected_2_got_1
train,P,2118.png,expected_2_got_1
train,P,2119.png,expected_2_got_1
train,P,2120.png,expected_2_got_1
train,P,2121.png,expected_2_got_1
train,P,2122.png,expected_2_got_1
train,P,2123.png,expected_2_got_1
train,P,2124.png,expected_2_got_1
train,P,2126.png,expected_2_got_1
train,P,2127.png,expected_2_got_1
train,P,213.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2130.png,expected_2_got_1
train,P,215.jpg,"invalid_handedness_['Left', 'Left']"
train,P,216.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2160.png,expected_2_got_1
train,P,2161.png,expected_2_got_1
train,P,2162.png,expected_2_got_1
train,P,2165.png,expected_2_got_1
train,P,2166.png,expected_2_got_1
train,P,2167.png,expected_2_got_1
train,P,2168.png,expected_2_got_1
train,P,2169.png,expected_2_got_1
train,P,217.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2172.png,expected_2_got_1
train,P,2173.png,expected_2_got_1
train,P,2174.png,expected_2_got_1
train,P,2175.png,expected_2_got_1
train,P,2177.png,expected_2_got_1
train,P,2178.png,expected_2_got_1
train,P,2179.png,expected_2_got_1
train,P,218.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2180.png,expected_2_got_1
train,P,2182.png,expected_2_got_1
train,P,2183.png,expected_2_got_1
train,P,2185.png,expected_2_got_1
train,P,2186.png,expected_2_got_1
train,P,2187.png,expected_2_got_1
train,P,2188.png,expected_2_got_1
train,P,2189.png,expected_2_got_1
train,P,219.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2190.png,expected_2_got_1
train,P,2191.png,expected_2_got_1
train,P,2196.png,expected_2_got_1
train,P,2197.png,expected_2_got_1
train,P,2198.png,expected_2_got_1
train,P,2199.png,expected_2_got_1
train,P,220.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2200.png,expected_2_got_1
train,P,2201.png,expected_2_got_1
train,P,2202.png,expected_2_got_1
train,P,2203.png,expected_2_got_1
train,P,2204.png,expected_2_got_1
train,P,2205.png,expected_2_got_1
train,P,2206.png,expected_2_got_1
train,P,2207.png,expected_2_got_1
train,P,221.jpg,"invalid_handedness_['Left', 'Left']"
train,P,222.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2227.png,expected_2_got_1
train,P,2228.png,expected_2_got_1
train,P,2229.png,expected_2_got_1
train,P,2230.png,expected_2_got_1
train,P,2231.png,expected_2_got_1
train,P,2232.png,expected_2_got_1
train,P,2233.png,expected_2_got_1
train,P,2234.png,expected_2_got_1
train,P,2235.png,expected_2_got_1
train,P,2236.png,expected_2_got_1
train,P,2237.png,expected_2_got_1
train,P,2238.png,expected_2_got_1
train,P,224.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2243.png,expected_2_got_1
train,P,2244.png,expected_2_got_1
train,P,225.jpg,expected_2_got_1
train,P,226.jpg,"invalid_handedness_['Left', 'Left']"
train,P,227.jpg,expected_2_got_1
train,P,228.jpg,"invalid_handedness_['Left', 'Left']"
train,P,229.jpg,"invalid_handedness_['Left', 'Left']"
train,P,230.jpg,"invalid_handedness_['Left', 'Left']"
train,P,231.jpg,"invalid_handedness_['Left', 'Left']"
train,P,232.jpg,expected_2_got_1
train,P,233.jpg,"invalid_handedness_['Left', 'Left']"
train,P,236.jpg,expected_2_got_1
train,P,237.jpg,expected_2_got_1
train,P,2378.png,expected_2_got_1
train,P,2379.png,expected_2_got_1
train,P,239.jpg,expected_2_got_1
train,P,24.jpg,expected_2_got_1
train,P,240.jpg,expected_2_got_1
train,P,242.jpg,expected_2_got_1
train,P,243.jpg,"invalid_handedness_['Left', 'Left']"
train,P,244.jpg,"invalid_handedness_['Left', 'Left']"
train,P,246.jpg,"invalid_handedness_['Left', 'Left']"
train,P,247.jpg,"invalid_handedness_['Left', 'Left']"
train,P,248.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2480.png,expected_2_got_1
train,P,2481.png,expected_2_got_1
train,P,249.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2493.png,expected_2_got_1
train,P,2496.png,expected_2_got_1
train,P,2498.png,expected_2_got_1
train,P,25.jpg,no_hands_detected
train,P,250.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2506.png,expected_2_got_1
train,P,2507.png,expected_2_got_1
train,P,2508.png,expected_2_got_1
train,P,2509.png,expected_2_got_1
train,P,251.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2510.png,expected_2_got_1
train,P,2512.png,expected_2_got_1
train,P,2514.png,expected_2_got_1
train,P,252.jpg,expected_2_got_1
train,P,2522.png,expected_2_got_1
train,P,2523.png,expected_2_got_1
train,P,2529.png,expected_2_got_1
train,P,2530.png,expected_2_got_1
train,P,2531.png,expected_2_got_1
train,P,2534.png,expected_2_got_1
train,P,2535.png,expected_2_got_1
train,P,2536.png,expected_2_got_1
train,P,2537.png,expected_2_got_1
train,P,2538.png,expected_2_got_1
train,P,254.jpg,expected_2_got_1
train,P,2540.png,expected_2_got_1
train,P,2541.png,expected_2_got_1
train,P,2542.png,no_hands_detected
train,P,2543.png,no_hands_detected
train,P,2544.png,expected_2_got_1
train,P,2545.png,expected_2_got_1
train,P,2546.png,expected_2_got_1
train,P,2547.png,expected_2_got_1
train,P,2548.png,expected_2_got_1
train,P,2549.png,expected_2_got_1
train,P,2550.png,no_hands_detected
train,P,2552.png,expected_2_got_1
train,P,2553.png,expected_2_got_1
train,P,2554.png,no_hands_detected
train,P,2555.png,no_hands_detected
train,P,2556.png,expected_2_got_1
train,P,2557.png,expected_2_got_1
train,P,257.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2570.png,no_hands_detected
train,P,2571.png,no_hands_detected
train,P,2574.png,expected_2_got_1
train,P,2575.png,expected_2_got_1
train,P,2578.png,expected_2_got_1
train,P,2579.png,expected_2_got_1
train,P,259.jpg,"invalid_handedness_['Left', 'Left']"
train,P,26.jpg,expected_2_got_1
train,P,260.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2603.png,expected_2_got_1
train,P,2604.png,expected_2_got_1
train,P,2605.png,expected_2_got_1
train,P,2606.png,expected_2_got_1
train,P,261.jpg,expected_2_got_1
train,P,2612.png,expected_2_got_1
train,P,2620.png,expected_2_got_1
train,P,2621.png,expected_2_got_1
train,P,2622.png,expected_2_got_1
train,P,2623.png,expected_2_got_1
train,P,2624.png,expected_2_got_1
train,P,2626.png,expected_2_got_1
train,P,2627.png,expected_2_got_1
train,P,2628.png,expected_2_got_1
train,P,2629.png,expected_2_got_1
train,P,263.jpg,expected_2_got_1
train,P,2630.png,expected_2_got_1
train,P,2631.png,expected_2_got_1
train,P,2636.png,expected_2_got_1
train,P,264.jpg,expected_2_got_1
train,P,265.jpg,expected_2_got_1
train,P,266.jpg,expected_2_got_1
train,P,267.jpg,"invalid_handedness_['Left', 'Left']"
train,P,268.jpg,"invalid_handedness_['Left', 'Left']"
train,P,269.jpg,no_hands_detected
train,P,27.jpg,expected_2_got_1
train,P,270.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2700.png,expected_2_got_1
train,P,2702.png,expected_2_got_1
train,P,271.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2710.png,expected_2_got_1
train,P,2712.png,expected_2_got_1
train,P,2713.png,expected_2_got_1
train,P,2717.png,expected_2_got_1
train,P,2718.png,expected_2_got_1
train,P,2719.png,expected_2_got_1
train,P,272.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2720.png,expected_2_got_1
train,P,2721.png,expected_2_got_1
train,P,2724.png,expected_2_got_1
train,P,2725.png,expected_2_got_1
train,P,2726.png,expected_2_got_1
train,P,2727.png,expected_2_got_1
train,P,273.jpg,"invalid_handedness_['Left', 'Left']"
train,P,274.jpg,expected_2_got_1
train,P,275.jpg,expected_2_got_1
train,P,276.jpg,expected_2_got_1
train,P,2768.png,expected_2_got_1
train,P,2769.png,expected_2_got_1
train,P,277.jpg,expected_2_got_1
train,P,2779.png,expected_2_got_1
train,P,278.jpg,"invalid_handedness_['Left', 'Left']"
train,P,2780.png,expected_2_got_1
train,P,2781.png,expected_2_got_1
train,P,2782.png,expected_2_got_1
train,P,2785.png,expected_2_got_1
train,P,2786.png,expected_2_got_1
train,P,2787.png,expected_2_got_1
train,P,2788.png,expected_2_got_1
train,P,2789.png,expected_2_got_1
train,P,2790.png,expected_2_got_1
train,P,2791.png,expected_2_got_1
train,P,2792.png,expected_2_got_1
train,P,2793.png,expected_2_got_1
train,P,2794.png,expected_2_got_1
train,P,28.jpg,expected_2_got_1
train,P,283.jpg,"invalid_handedness_['Left', 'Left']"
train,P,284.jpg,"invalid_handedness_['Left', 'Left']"
train,P,285.jpg,"invalid_handedness_['Left', 'Left']"
train,P,287.jpg,"invalid_handedness_['Left', 'Left']"
train,P,289.jpg,"invalid_handedness_['Left', 'Left']"
train,P,290.jpg,"invalid_handedness_['Left', 'Left']"
train,P,291.jpg,"invalid_handedness_['Left', 'Left']"
train,P,292.jpg,"invalid_handedness_['Left', 'Left']"
train,P,293.jpg,"invalid_handedness_['Left', 'Left']"
train,P,294.jpg,"invalid_handedness_['Left', 'Left']"
train,P,295.jpg,"invalid_handedness_['Left', 'Left']"
train,P,297.jpg,"invalid_handedness_['Left', 'Left']"
train,P,299.jpg,"invalid_handedness_['Left', 'Left']"
train,P,3.jpg,"invalid_handedness_['Left', 'Left']"
train,P,30.jpg,expected_2_got_1
train,P,300.jpg,"invalid_handedness_['Left', 'Left']"
train,P,302.jpg,"invalid_handedness_['Left', 'Left']"
train,P,303.jpg,"invalid_handedness_['Left', 'Left']"
train,P,304.jpg,"invalid_handedness_['Left', 'Left']"
train,P,305.jpg,"invalid_handedness_['Left', 'Left']"
train,P,306.jpg,"invalid_handedness_['Left', 'Left']"
train,P,307.jpg,"invalid_handedness_['Left', 'Left']"
train,P,308.jpg,"invalid_handedness_['Left', 'Left']"
train,P,309.jpg,"invalid_handedness_['Left', 'Left']"
train,P,31.jpg,expected_2_got_1
train,P,310.jpg,"invalid_handedness_['Left', 'Left']"
train,P,311.jpg,"invalid_handedness_['Left', 'Left']"
train,P,312.jpg,"invalid_handedness_['Left', 'Left']"
train,P,314.jpg,"invalid_handedness_['Left', 'Left']"
train,P,319.jpg,"invalid_handedness_['Left', 'Left']"
train,P,32.jpg,expected_2_got_1
train,P,320.jpg,"invalid_handedness_['Left', 'Left']"
train,P,321.jpg,expected_2_got_1
train,P,328.jpg,"invalid_handedness_['Left', 'Left']"
train,P,329.jpg,"invalid_handedness_['Left', 'Left']"
train,P,33.jpg,no_hands_detected
train,P,332.jpg,"invalid_handedness_['Left', 'Left']"
train,P,333.jpg,"invalid_handedness_['Left', 'Left']"
train,P,334.jpg,"invalid_handedness_['Left', 'Left']"
train,P,335.jpg,"invalid_handedness_['Left', 'Left']"
train,P,336.jpg,"invalid_handedness_['Left', 'Left']"
train,P,339.jpg,"invalid_handedness_['Left', 'Left']"
train,P,34.jpg,expected_2_got_1
train,P,341.jpg,"invalid_handedness_['Left', 'Left']"
train,P,343.jpg,"invalid_handedness_['Left', 'Left']"
train,P,346.jpg,"invalid_handedness_['Left', 'Left']"
train,P,347.jpg,"invalid_handedness_['Left', 'Left']"
train,P,349.jpg,"invalid_handedness_['Left', 'Left']"
train,P,35.jpg,no_hands_detected
train,P,350.jpg,expected_2_got_1
train,P,351.jpg,expected_2_got_1
train,P,353.jpg,expected_2_got_1
train,P,354.jpg,"invalid_handedness_['Left', 'Left']"
train,P,355.jpg,expected_2_got_1
train,P,356.jpg,expected_2_got_1
train,P,357.jpg,expected_2_got_1
train,P,358.jpg,"invalid_handedness_['Left', 'Left']"
train,P,359.jpg,expected_2_got_1
train,P,36.jpg,expected_2_got_1
train,P,360.jpg,"invalid_handedness_['Left', 'Left']"
train,P,361.jpg,"invalid_handedness_['Left', 'Left']"
train,P,362.jpg,expected_2_got_1
train,P,363.jpg,no_hands_detected
train,P,364.jpg,expected_2_got_1
train,P,365.jpg,expected_2_got_1
train,P,366.jpg,expected_2_got_1
train,P,369.jpg,expected_2_got_1
train,P,37.jpg,"invalid_handedness_['Left', 'Left']"
train,P,370.jpg,expected_2_got_1
train,P,371.jpg,expected_2_got_1
train,P,372.jpg,expected_2_got_1
train,P,373.jpg,"invalid_handedness_['Left', 'Left']"
train,P,374.jpg,"invalid_handedness_['Left', 'Left']"
train,P,375.jpg,expected_2_got_1
train,P,377.jpg,expected_2_got_1
train,P,378.jpg,expected_2_got_1
train,P,38.jpg,expected_2_got_1
train,P,380.jpg,expected_2_got_1
train,P,381.jpg,expected_2_got_1
train,P,382.jpg,expected_2_got_1
train,P,383.jpg,expected_2_got_1
train,P,384.jpg,expected_2_got_1
train,P,385.jpg,expected_2_got_1
train,P,386.jpg,no_hands_detected
train,P,388.jpg,no_hands_detected
train,P,389.jpg,no_hands_detected
train,P,39.jpg,no_hands_detected
train,P,390.jpg,no_hands_detected
train,P,391.jpg,no_hands_detected
train,P,393.jpg,no_hands_detected
train,P,394.jpg,no_hands_detected
train,P,395.jpg,no_hands_detected
train,P,396.jpg,no_hands_detected
train,P,398.jpg,expected_2_got_1
train,P,399.jpg,expected_2_got_1
train,P,4.jpg,expected_2_got_1
train,P,40.jpg,no_hands_detected
train,P,400.jpg,expected_2_got_1
train,P,401.jpg,expected_2_got_1
train,P,402.jpg,expected_2_got_1
train,P,403.jpg,expected_2_got_1
train,P,405.jpg,"invalid_handedness_['Left', 'Left']"
train,P,406.jpg,"invalid_handedness_['Left', 'Left']"
train,P,407.jpg,expected_2_got_1
train,P,408.jpg,expected_2_got_1
train,P,41.jpg,expected_2_got_1
train,P,410.jpg,expected_2_got_1
train,P,411.jpg,expected_2_got_1
train,P,412.jpg,"invalid_handedness_['Left', 'Left']"
train,P,414.jpg,expected_2_got_1
train,P,415.jpg,"invalid_handedness_['Left', 'Left']"
train,P,416.jpg,expected_2_got_1
train,P,419.jpg,expected_2_got_1
train,P,42.jpg,no_hands_detected
train,P,420.jpg,"invalid_handedness_['Left', 'Left']"
train,P,421.jpg,expected_2_got_1
train,P,422.jpg,expected_2_got_1
train,P,423.jpg,expected_2_got_1
train,P,424.jpg,expected_2_got_1
train,P,428.jpg,expected_2_got_1
train,P,429.jpg,expected_2_got_1
train,P,43.jpg,no_hands_detected
train,P,430.jpg,expected_2_got_1
train,P,431.jpg,expected_2_got_1
train,P,433.jpg,expected_2_got_1
train,P,434.jpg,expected_2_got_1
train,P,435.jpg,expected_2_got_1
train,P,436.jpg,expected_2_got_1
train,P,437.jpg,expected_2_got_1
train,P,438.jpg,expected_2_got_1
train,P,439.jpg,no_hands_detected
train,P,44.jpg,no_hands_detected
train,P,440.jpg,"invalid_handedness_['Left', 'Left']"
train,P,442.jpg,no_hands_detected
train,P,443.jpg,expected_2_got_1
train,P,444.jpg,expected_2_got_1
train,P,445.jpg,expected_2_got_1
train,P,446.jpg,no_hands_detected
train,P,448.jpg,no_hands_detected
train,P,449.jpg,expected_2_got_1
train,P,45.jpg,expected_2_got_1
train,P,450.jpg,expected_2_got_1
train,P,451.jpg,no_hands_detected
train,P,452.jpg,no_hands_detected
train,P,455.jpg,expected_2_got_1
train,P,456.jpg,expected_2_got_1
train,P,457.jpg,no_hands_detected
train,P,458.jpg,no_hands_detected
train,P,459.jpg,expected_2_got_1
train,P,46.jpg,expected_2_got_1
train,P,461.jpg,expected_2_got_1
train,P,462.jpg,expected_2_got_1
train,P,463.jpg,expected_2_got_1
train,P,465.jpg,expected_2_got_1
train,P,466.jpg,"invalid_handedness_['Left', 'Left']"
train,P,467.jpg,"invalid_handedness_['Left', 'Left']"
train,P,468.jpg,"invalid_handedness_['Left', 'Left']"
train,P,469.jpg,"invalid_handedness_['Left', 'Left']"
train,P,471.jpg,"invalid_handedness_['Left', 'Left']"
train,P,473.jpg,no_hands_detected
train,P,474.jpg,no_hands_detected
train,P,476.jpg,"invalid_handedness_['Left', 'Left']"
train,P,477.jpg,no_hands_detected
train,P,478.jpg,"invalid_handedness_['Left', 'Left']"
train,P,480.jpg,expected_2_got_1
train,P,481.jpg,expected_2_got_1
train,P,482.jpg,expected_2_got_1
train,P,485.jpg,"invalid_handedness_['Left', 'Left']"
train,P,486.jpg,expected_2_got_1
train,P,487.jpg,expected_2_got_1
train,P,488.jpg,expected_2_got_1
train,P,49.jpg,expected_2_got_1
train,P,490.jpg,expected_2_got_1
train,P,491.jpg,expected_2_got_1
train,P,492.jpg,expected_2_got_1
train,P,494.jpg,expected_2_got_1
train,P,495.jpg,expected_2_got_1
train,P,498.jpg,expected_2_got_1
train,P,499.jpg,expected_2_got_1
train,P,5.jpg,expected_2_got_1
train,P,50.jpg,expected_2_got_1
train,P,500.jpg,expected_2_got_1
train,P,501.jpg,no_hands_detected
train,P,502.jpg,expected_2_got_1
train,P,503.jpg,expected_2_got_1
train,P,504.jpg,"invalid_handedness_['Left', 'Left']"
train,P,505.jpg,"invalid_handedness_['Left', 'Left']"
train,P,506.jpg,expected_2_got_1
train,P,507.jpg,expected_2_got_1
train,P,508.jpg,no_hands_detected
train,P,509.jpg,no_hands_detected
train,P,51.jpg,expected_2_got_1
train,P,510.jpg,no_hands_detected
train,P,511.jpg,no_hands_detected
train,P,512.jpg,expected_2_got_1
train,P,513.jpg,expected_2_got_1
train,P,515.jpg,expected_2_got_1
train,P,516.jpg,expected_2_got_1
train,P,518.jpg,expected_2_got_1
train,P,52.jpg,expected_2_got_1
train,P,520.jpg,expected_2_got_1
train,P,521.jpg,expected_2_got_1
train,P,522.jpg,"invalid_handedness_['Left', 'Left']"
train,P,523.jpg,expected_2_got_1
train,P,524.jpg,expected_2_got_1
train,P,525.jpg,expected_2_got_1
train,P,527.jpg,expected_2_got_1
train,P,528.jpg,expected_2_got_1
train,P,529.jpg,expected_2_got_1
train,P,53.jpg,expected_2_got_1
train,P,531.jpg,expected_2_got_1
train,P,532.jpg,expected_2_got_1
train,P,533.jpg,expected_2_got_1
train,P,534.jpg,"invalid_handedness_['Left', 'Left']"
train,P,535.jpg,"invalid_handedness_['Left', 'Left']"
train,P,536.jpg,"invalid_handedness_['Left', 'Left']"
train,P,537.jpg,"invalid_handedness_['Left', 'Left']"
train,P,538.jpg,"invalid_handedness_['Left', 'Left']"
train,P,539.jpg,"invalid_handedness_['Left', 'Left']"
train,P,54.jpg,expected_2_got_1
train,P,542.jpg,"invalid_handedness_['Left', 'Left']"
train,P,543.jpg,"invalid_handedness_['Left', 'Left']"
train,P,544.jpg,"invalid_handedness_['Left', 'Left']"
train,P,546.jpg,expected_2_got_1
train,P,548.jpg,"invalid_handedness_['Left', 'Left']"
train,P,549.jpg,expected_2_got_1
train,P,55.jpg,no_hands_detected
train,P,550.jpg,"invalid_handedness_['Left', 'Left']"
train,P,551.jpg,expected_2_got_1
train,P,552.jpg,no_hands_detected
train,P,553.jpg,expected_2_got_1
train,P,554.jpg,"invalid_handedness_['Left', 'Left']"
train,P,555.jpg,no_hands_detected
train,P,557.jpg,expected_2_got_1
train,P,558.jpg,expected_2_got_1
train,P,56.jpg,expected_2_got_1
train,P,560.jpg,no_hands_detected
train,P,561.jpg,"invalid_handedness_['Left', 'Left']"
train,P,562.jpg,"invalid_handedness_['Left', 'Left']"
train,P,563.jpg,"invalid_handedness_['Left', 'Left']"
train,P,564.jpg,"invalid_handedness_['Left', 'Left']"
train,P,565.jpg,"invalid_handedness_['Left', 'Left']"
train,P,566.jpg,expected_2_got_1
train,P,567.jpg,"invalid_handedness_['Left', 'Left']"
